source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q001,A,Animals,0,Aardvark,aardvark,1,1,0,Q001::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q001,A,Animals,1,Alligator,alligator,1,1,0,Q001::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q002,A,Jobs,0,Accountant.,accountant,1,1,0,Q002::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q002,A,Jobs,1,Accountant,accountant,1,1,0,Q002::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q003,B,Fruits,0,Boysenberry,boysenberry,1,1,0,Q003::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q003,B,Fruits,1,Blueberry,blueberry,1,1,0,Q003::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q004,B,Things that are red,0,Burgundy,burgundy,0,0,0,Q004::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q004,B,Things that are red,1,Bricks,bricks,1,1,0,Q004::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q005,C,Countries,0,Canada,canada,1,1,0,Q005::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q005,C,Countries,1,Canada,canada,1,1,0,Q005::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q006,C,Board games,0,Clue,clue,1,1,0,Q006::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q006,C,Board games,1,Cranium,cranium,1,1,0,Q006::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q007,D,Musical instruments,0,Drums,drums,1,1,0,Q007::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q007,D,Musical instruments,1,Drums,drums,1,1,0,Q007::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q008,D,Things in a bathroom,0,Drain.,drain,1,1,0,Q008::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q008,D,Things in a bathroom,1,Drain,drain,1,1,0,Q008::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q009,E,Sports,0,Equestrian,equestrian,1,1,0,Q009::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q009,E,Sports,1,Esports,esports,1,1,0,Q009::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q010,E,Movie titles,0,Eternal Sunshine of the Spotless Mind,eternal sunshine of the spotless mind,0,0,0,Q010::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q010,E,Movie titles,1,Eternal Sunshine,eternal sunshine,0,0,0,Q010::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q011,F,Fish,0,Flounder,flounder,1,1,0,Q011::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q011,F,Fish,1,Flounder,flounder,1,1,0,Q011::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q012,F,Things in a backpack,0,Foldable,foldable,0,0,0,Q012::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q012,F,Things in a backpack,1,Folder,folder,1,1,0,Q012::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q013,G,U.S. states,0,Georgia,georgia,1,1,0,Q013::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q013,G,U.S. states,1,Georgia,georgia,1,1,0,Q013::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q014,G,Foods,0,Garlic,garlic,1,1,0,Q014::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q014,G,Foods,1,Garlic,garlic,1,1,0,Q014::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q015,H,Famous scientists,0,Hans Bethe,hans bethe,1,1,0,Q015::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q015,H,Famous scientists,1,Harlow,harlow,0,0,0,Q015::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q016,H,Things at the beach,0,Harbour,harbour,0,0,0,Q016::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q016,H,Things at the beach,1,Hammock,hammock,1,1,0,Q016::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q017,I,Cities,0,Istanbul,istanbul,0,0,0,Q017::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q017,I,Cities,1,Istanbul,istanbul,0,0,0,Q017::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q018,I,Things in a classroom,0,Ibuprofen,ibuprofen,0,0,0,Q018::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q018,I,Things in a classroom,1,Inkwell,inkwell,1,1,0,Q018::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q019,J,Car brands,0,Jaguar,jaguar,1,1,0,Q019::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q019,J,Car brands,1,Jaguar,jaguar,1,1,0,Q019::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q020,J,Video game titles,0,Juicer,juicer,0,0,0,Q020::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q020,J,Video game titles,1,Jade Empire,jade empire,1,1,0,Q020::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q021,K,Superheroes,0,King Kong,king kong,0,0,0,Q021::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q021,K,Superheroes,1,Krypton,krypton,0,0,0,Q021::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q022,K,Things in a grocery store,0,Ketchup.,ketchup,1,1,0,Q022::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q022,K,Things in a grocery store,1,Ketchup,ketchup,1,1,0,Q022::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q023,L,Dog breeds,0,Labrador,labrador,1,1,0,Q023::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q023,L,Dog breeds,1,Labrador,labrador,1,1,0,Q023::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q024,L,Books,0,Lord of the Rings,lord of the rings,1,1,0,Q024::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q024,L,Books,1,Lord of the Rings.,lord of the rings,1,1,0,Q024::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q025,M,Languages,0,Malagasy,malagasy,1,1,0,Q025::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q025,M,Languages,1,Malayalam,malayalam,1,1,0,Q025::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q026,M,Clothing items,0,Mitten,mitten,1,1,0,Q026::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q026,M,Clothing items,1,Muleses,muleses,0,0,0,Q026::1
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q027,N,Birds,0,Nightingale,nightingale,1,1,0,Q027::0
pairwise_outputs/answers_llama3.2_3b.csv,answers_llama3.2_3b,Q027,N,Birds,1,Nightingale,nightingale,1,1,0,Q027::1
