source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q001,A,Animals,0,Elephant,elephant,0,0,0,Q001::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q001,A,Animals,1,Aardvark,aardvark,1,1,0,Q001::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q002,A,Jobs,0,Architect,architect,1,1,0,Q002::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q002,A,Jobs,1,Architect,architect,1,1,0,Q002::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q003,B,Fruits,0,Blueberry,blueberry,1,1,0,Q003::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q003,B,Fruits,1,Blueberry,blueberry,1,1,0,Q003::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q004,B,Things that are red,0,Bucket,bucket,0,0,0,Q004::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q004,B,Things that are red,1,"Bucket

(In this game, Scattergories, unique answers","bucket (in this game, scattergories, unique answers",0,0,0,Q004::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q005,C,Countries,0,Canada,canada,1,1,0,Q005::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q005,C,Countries,1,Canada,canada,1,1,0,Q005::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q006,C,Board games,0,Clue Mastermind,clue mastermind,0,0,0,Q006::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q006,C,Board games,1,"Clue

The answer is Catan. It's a popular strategy",clue the answer is catan. it's a popular strategy,0,0,0,Q006::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q007,D,Musical instruments,0,Double bass,double bass,1,1,0,Q007::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q007,D,Musical instruments,1,Double bass,double bass,1,1,0,Q007::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q008,D,Things in a bathroom,0,Showerhead,showerhead,1,1,0,Q008::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q008,D,Things in a bathroom,1,Deodorant,deodorant,1,1,0,Q008::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q009,E,Sports,0,Equestrianism,equestrianism,1,1,0,Q009::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q009,E,Sports,1,Equestrianism,equestrianism,1,1,0,Q009::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q010,E,Movie titles,0,Easy Rider,easy rider,1,1,0,Q010::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q010,E,Movie titles,1,Easy Rider,easy rider,1,1,0,Q010::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q011,F,Fish,0,Flounder,flounder,1,1,0,Q011::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q011,F,Fish,1,Flounder,flounder,1,1,0,Q011::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q012,F,Things in a backpack,0,Flashlight,flashlight,1,1,0,Q012::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q012,F,Things in a backpack,1,Flashlight,flashlight,1,1,0,Q012::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q013,G,U.S. states,0,Georgia,georgia,1,1,0,Q013::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q013,G,U.S. states,1,Georgia,georgia,1,1,0,Q013::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q014,G,Foods,0,Granola,granola,1,1,0,Q014::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q014,G,Foods,1,Granola,granola,1,1,0,Q014::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q015,H,Famous scientists,0,Hawking,hawking,1,1,0,Q015::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q015,H,Famous scientists,1,Hawking,hawking,1,1,0,Q015::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q016,H,Things at the beach,0,Hammock,hammock,1,1,0,Q016::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q016,H,Things at the beach,1,Hammock,hammock,1,1,0,Q016::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q017,I,Cities,0,Istanbul,istanbul,0,0,0,Q017::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q017,I,Cities,1,Istanbul,istanbul,0,0,0,Q017::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q018,I,Things in a classroom,0,Interactive Whiteboard,interactive whiteboard,1,1,0,Q018::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q018,I,Things in a classroom,1,Interactive whiteboard,interactive whiteboard,1,1,0,Q018::1
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q019,J,Car brands,0,Jaguar,jaguar,1,1,0,Q019::0
pairwise_outputs/answers_mistral_7b.csv,answers_mistral_7b,Q019,J,Car brands,1,Jaguar,jaguar,1,1,0,Q019::1
