source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q001,A,Animals,0,Aardvark,aardvark,1,1,0,Q001::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q001,A,Animals,1,Alligator,alligator,1,1,0,Q001::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q002,A,Jobs,0,Architect,architect,1,0,1,Q002::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q002,A,Jobs,1,Astronaut,astronaut,1,1,0,Q002::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q003,B,Fruits,0,Breadfruit,breadfruit,0,0,0,Q003::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q003,B,Fruits,1,Blueberry,blueberry,1,1,0,Q003::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q004,B,Things that are red,0,Blood.,blood,0,0,0,Q004::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q004,B,Things that are red,1,Brick,brick,1,0,1,Q004::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q005,C,Countries,0,Canada,canada,1,1,0,Q005::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q005,C,Countries,1,China,china,1,0,1,Q005::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q006,C,Board games,0,Clue,clue,1,0,1,Q006::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q006,C,Board games,1,Carcassonne,carcassonne,1,1,0,Q006::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q007,D,Musical instruments,0,Drums,drums,1,1,0,Q007::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q007,D,Musical instruments,1,Drums,drums,1,1,0,Q007::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q008,D,Things in a bathroom,0,Drainer,drainer,1,0,1,Q008::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q008,D,Things in a bathroom,1,Drain.,drain,1,0,1,Q008::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q009,E,Sports,0,Equestrian,equestrian,1,1,0,Q009::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q009,E,Sports,1,Equestrian,equestrian,1,1,0,Q009::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q010,E,Movie titles,0,Eternal Sunshine,eternal sunshine,0,0,0,Q010::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q010,E,Movie titles,1,Eternal Sunshine,eternal sunshine,0,0,0,Q010::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q011,F,Fish,0,Flounder,flounder,1,1,0,Q011::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q011,F,Fish,1,Flounder,flounder,1,1,0,Q011::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q012,F,Things in a backpack,0,Folder,folder,1,0,1,Q012::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q012,F,Things in a backpack,1,Folder,folder,1,0,1,Q012::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q013,G,U.S. states,0,Georgia,georgia,1,1,0,Q013::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q013,G,U.S. states,1,Georgia,georgia,1,1,0,Q013::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q014,G,Foods,0,Gravy,gravy,1,0,1,Q014::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q014,G,Foods,1,Garlic,garlic,1,1,0,Q014::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q015,H,Famous scientists,0,Hubble,hubble,1,0,1,Q015::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q015,H,Famous scientists,1,Herschel,herschel,1,0,1,Q015::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q016,H,Things at the beach,0,Hammock,hammock,1,1,0,Q016::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q016,H,Things at the beach,1,Hammock,hammock,1,1,0,Q016::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q017,I,Cities,0,Istanbul,istanbul,0,0,0,Q017::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q017,I,Cities,1,Istanbul,istanbul,0,0,0,Q017::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q018,I,Things in a classroom,0,Inkwell,inkwell,1,0,1,Q018::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q018,I,Things in a classroom,1,Inkwell,inkwell,1,0,1,Q018::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q019,J,Car brands,0,Jeep,jeep,1,0,1,Q019::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q019,J,Car brands,1,Jaguar,jaguar,1,1,0,Q019::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q020,J,Video game titles,0,Jade Empire,jade empire,1,0,1,Q020::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q020,J,Video game titles,1,Jet Set Radio,jet set radio,1,0,1,Q020::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q021,K,Superheroes,0,Kylo Ren,kylo ren,0,0,0,Q021::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q021,K,Superheroes,1,Katana Girl,katana girl,0,0,0,Q021::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q022,K,Things in a grocery store,0,Ketchup,ketchup,1,0,1,Q022::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q022,K,Things in a grocery store,1,Ketchup,ketchup,1,1,0,Q022::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q023,L,Dog breeds,0,Labrador,labrador,1,1,0,Q023::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q023,L,Dog breeds,1,Labrador,labrador,1,1,0,Q023::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q024,L,Books,0,Lord of the Rings,lord of the rings,1,1,0,Q024::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q024,L,Books,1,Little Women,little women,1,1,0,Q024::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q025,M,Languages,0,Malayalam,malayalam,1,0,1,Q025::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q025,M,Languages,1,Mandarin,mandarin,1,1,0,Q025::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q026,M,Clothing items,0,Mantle,mantle,1,0,1,Q026::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q026,M,Clothing items,1,Mules,mules,1,0,1,Q026::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q027,N,Birds,0,Nightingale,nightingale,1,1,0,Q027::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q027,N,Birds,1,Nightingale,nightingale,1,1,0,Q027::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q028,N,Things in a hospital,0,Nurse,nurse,1,1,0,Q028::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q028,N,Things in a hospital,1,Nursery,nursery,1,0,1,Q028::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q029,O,Companies,0,Oracle,oracle,1,1,0,Q029::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q029,O,Companies,1,Oracle,oracle,1,1,0,Q029::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q030,O,Things in the sky,0,Orion,orion,1,0,1,Q030::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q030,O,Things in the sky,1,Ozone,ozone,0,0,0,Q030::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q031,P,Vegetables,0,Parsnip,parsnip,1,0,1,Q031::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q031,P,Vegetables,1,Parsnip,parsnip,1,0,1,Q031::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q032,P,Historical figures,0,Peter the Great,peter the great,1,1,0,Q032::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q032,P,Historical figures,1,Peter the Great,peter the great,1,1,0,Q032::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q033,Q,Words in English,0,Question,question,1,0,1,Q033::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q033,Q,Words in English,1,Quirky,quirky,1,0,1,Q033::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q034,Q,Fictional characters,0,Quasimodo,quasimodo,1,1,0,Q034::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q034,Q,Fictional characters,1,Quasimodo,quasimodo,1,1,0,Q034::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q035,R,Songs,0,Respect,respect,0,0,0,Q035::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q035,R,Songs,1,"""Rock Around The Clock""",rock around the clock,1,0,1,Q035::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q036,R,Tools,0,Rotary,rotary,1,0,1,Q036::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q036,R,Tools,1,Ratchet,ratchet,1,0,1,Q036::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q037,S,Animals,0,Sea lion,sea lion,1,0,1,Q037::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q037,S,Animals,1,Snake,snake,1,1,0,Q037::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q038,S,Things in an office,0,Stapler,stapler,1,1,0,Q038::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q038,S,Things in an office,1,stapler,stapler,1,1,0,Q038::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q039,T,Countries,0,Turkey,turkey,1,0,1,Q039::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q039,T,Countries,1,Turkey,turkey,1,0,1,Q039::1
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q040,T,TV shows,0,The Twilight Zone,the twilight zone,1,1,0,Q040::0
pairwise_outputs/answers_llama3.2_3b_selfA.csv,answers_llama3.2_3b_selfA,Q040,T,TV shows,1,The Twilight Zone,the twilight zone,1,1,0,Q040::1
